codeSp	GrSIH	codeSIH	ISSCAAP	TAXOCODE	codeFAO	codeFB	phylum	categ_bent	classe	ordre	Famille	Genre	espece	identifiant	taille_max	L50	cryptique	mobilite	territorialite	nocturne	comp_gr	agreg_saison	posi_col_eau	strat_demo	ponte	habitat_pref	chgmt_sexe	Trophique_2015	statutIUCN	coeffA	coeffB	niveau_taxo_ab
Chaemada	PO	-999	-999	NA	NA	7793	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	madagaskariensis	Chaetodon_madagaskariensis	13	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,045	2,814	NA
Chaemela	PO	-999	-999	NA	NA	5566	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	melannotus	Chaetodon_melannotus	18	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,026693396	3,0486	sp
Chaemert	PO	-999	-999	NA	NA	5567	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	mertensii	Chaetodon_mertensii	13	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,004296796	3,793382066	sp
Chaemeye	PO	-999	-999	NA	NA	5568	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	meyeri	Chaetodon_meyeri	20	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,045	2,814	NA
Chaemitr	PO	-999	-999	NA	NA	8927	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	mitratus	Chaetodon_mitratus	14	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,045	2,814	NA
Chaeocel	PO	-999	-999	NA	NA	3604	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	ocellatus	Chaetodon_ocellatus	20	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	CA	NA	0,0318	2,984	NA
Chaeorna	PO	-999	-999	NA	NA	6550	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	ornatissimus	Chaetodon_ornatissimus	20	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaepele	PO	-999	-999	NA	NA	6606	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	pelewensis	Chaetodon_pelewensis	12	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,015326221	3,296587373	sp
Chaepleb	PO	-999	-999	NA	NA	6613	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	plebeius	Chaetodon_plebeius	15	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,060610606	2,62781702	sp
Chaequad	PO	-999	-999	NA	NA	5572	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	quadrimaculatus	Chaetodon_quadrimaculatus	16	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaeraff	PO	-999	-999	NA	NA	5573	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	rafflesii	Chaetodon_rafflesii	18	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaereti	PO	-999	-999	NA	NA	5574	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	reticulatus	Chaetodon_reticulatus	18	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaesede	PO	-999	-999	NA	NA	3605	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	sedentarius	Chaetodon_sedentarius	15	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	3,076	NA
Chaeseme	PO	-999	-999	NA	NA	5575	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	semeion	Chaetodon_semeion	26	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaesp.	PO	-999	-999	NA	NA	200196	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	sp.	Chaetodon_sp.	-999	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,045008109	2,814158595	ge
Chaespec	PO	-999	-999	NA	NA	5576	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	speculum	Chaetodon_speculum	18	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,066371091	2,693022379	sp
Chaestri	PO	-999	33	1705211603	HTS	3606	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	striatus	Chaetodon_striatus	16	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	CA	NA	0,0222	3,14	NA
Chaetrif	PO	-999	-999	NA	NA	5579	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	trifasciatus	Chaetodon_trifasciatus	15	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0387	2,894	NA
Chaetrifa	PO	-999	-999	NA	NA	5578	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	trifascialis	Chaetodon_trifascialis	18	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,025776994	2,969077062	sp
Chaeulie	PO	-999	-999	NA	NA	5580	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	ulietensis	Chaetodon_ulietensis	15	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,031141577	2,874116568	sp
Chaeunim	PO	-999	-999	NA	NA	5581	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	unimaculatus	Chaetodon_unimaculatus	20	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,053302895	2,833278557	sp
Chaevaga	PO	-999	-999	NA	NA	5582	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	vagabundus	Chaetodon_vagabundus	23	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,027755325	2,9734648	sp
Chaexant	PO	-999	-999	NA	NA	7794	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	xanthocephalus	Chaetodon_xanthocephalus	20	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,045	2,814	NA
Chaezanz	PO	-999	-999	NA	NA	8933	chordata	NA	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	zanzibarensis	Chaetodon_zanzibarensis	12	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,045	2,814	NA
Chalcham	PO	-999	33	1721100201	CXN	16930	chordata	NA	Actinopterygii	Perciformes	Creediidae	Chalixodytes	chameleontoculis	Chalixodytes_chameleontoculis	5	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chaltaue	PO	-999	-999	NA	NA	17454	chordata	NA	Actinopterygii	Perciformes	Creediidae	Chalixodytes	tauensis	Chalixodytes_tauensis	4	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chamcong	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Chamidae	Chama	congregata	Chama_congregata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chamflor	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Chamidae	Chama	florida	Chama_florida	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chammace	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Chamidae	Chama	macerophylla	Chama_macerophylla	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chamsard	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Chamidae	Chama	sarda	Chama_sarda	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chanbauc	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Anguilliformes	Muraenidae	Channomuraena	bauchotae	Channomuraena_bauchotae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chanchan	PO	-999	25	1220200101	MIL	80	chordata	NA	Actinopterygii	Gonorynchiformes	Chanidae	Chanos	chanos	Chanos_chanos	180	-999	N	TM	NA	DN	NA	NA	P	5	NA	C	NA	HE	NA	0,004740183	3,389106733	sp
Chanvitt	PO	-999	33	1430600501	AMH	1097	chordata	NA	Actinopterygii	Anguilliformes	Muraenidae	Channomuraena	vittata	Channomuraena_vittata	150	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Charvari	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Cymatiidae	Charonia	variegata	Charonia_variegata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheiartu	PO	-999	-999	NA	NA	5780	chordata	NA	Actinopterygii	Perciformes	Apogonidae	Cheilodipterus	artus	Cheilodipterus_artus	19	-999	O	SE	NA	NO	NA	NA	B	2	NA	CO	NA	PI	NA	0,003759887	3,590161521	sp
Cheichlo	PO	-999	-999	NA	NA	5598	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	chlorourus	Cheilinus_chlorourus	45	-999	O	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,019724558	2,993151669	sp
Cheicyan	PO	-999	-999	NA	NA	7695	chordata	NA	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	cyanopterus	Cheilopogon_cyanopterus	40	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheieque	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Hipponicidae	Cheilea	equestris	Cheilea_equestris	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheifasc	PO	-999	33	1706311701	HIF	5600	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	fasciatus	Cheilinus_fasciatus	40	-999	N	MO	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,015508278	3,057916947	ge
Cheifurc	PO	-999	37	1470402301	ECF	1028	chordata	NA	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	furcatus	Cheilopogon_furcatus	35	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheiiner	PO	-999	33	1706300601	ILN	5623	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilio	inermis	Cheilio_inermis	50	-999	N	MO	NA	DI	NA	NA	B	3	NA	H	NA	PI	NA	0,003490727	3,081569135	sp
Cheilabi	PO	-999	33	1706200701	LNT	5684	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Cheiloprion	labiatus	Cheiloprion_labiatus	6	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,020908767	3,190800285	fa
Cheilach	PO	-999	-999	NA	NA	12630	chordata	NA	Actinopterygii	Perciformes	Apogonidae	Cheilodipterus	lachneri	Cheilodipterus_lachneri	12	-999	O	SE	NA	NO	NA	NA	NA	2	NA	NA	NA	PI	NA	0,002177045	3,857771674	sp
Cheimacr	PO	-999	-999	NA	NA	5781	chordata	NA	Actinopterygii	Perciformes	Apogonidae	Cheilodipterus	macrodon	Cheilodipterus_macrodon	25	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	PI	NA	0,0054	3,433	NA
Cheimela	PO	-999	-999	NA	NA	1030	chordata	NA	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	melanurus	Cheilopogon_melanurus	32	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheinigr	PO	-999	37	1470402303	ECG	7696	chordata	NA	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	nigricans	Cheilopogon_nigricans	28	-999	NA	NA	NA	NA	NA	NA	P	-999	NA	L	NA	PL	NA	0,0095	3,337	sp
Cheinufa	PO	-999	33	1703911802	SLD	444	chordata	NA	Actinopterygii	Perciformes	Sparidae	Cheimerius	nufar	Cheimerius_nufar	75	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Cheioxyc	PO	-999	-999	NA	NA	5602	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	oxycephalus	Cheilinus_oxycephalus	17	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,015508278	3,057916947	ge
Cheiquin	PO	-999	-999	NA	NA	5482	chordata	NA	Actinopterygii	Perciformes	Apogonidae	Cheilodipterus	quinquelineatus	Cheilodipterus_quinquelineatus	13	-999	O	SE	NA	NO	NA	NA	B	1	NA	CO	NA	PI	NA	0,016071637	2,999229198	sp
Cheisp.	PO	-999	-999	NA	NA	200203	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	sp.	Cheilinus_sp.	-999	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,015508278	3,057916947	ge
Cheitril	PO	-999	33	1706311702	HUU	5603	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	trilobatus	Cheilinus_trilobatus	45	-999	O	SE	NA	DI	NA	NA	B	5	NA	CO	NA	CA	NA	0,016232685	3,059469977	sp
Cheiundu	PO	-999	33	1706311703	HVM	5604	chordata	NA	Actinopterygii	Perciformes	Labridae	Cheilinus	undulatus	Cheilinus_undulatus	229	-999	N	SE	NA	DI	NA	NA	B	6	NA	CO	NA	CA	NA	0,011309574	3,136202122	sp
Chelgesp.	AA	-999	-999	NA	NA	-999	chordata	NA	Reptilia	Testudines	Cheloniidae	ge.	sp.	Cheloniidae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chelhiru	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Cephalaspidea	Aglajidae	Chelidonura	hirundinina	Chelidonura_hirundinina	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chelmyda	AA	-999	72	5310700502	TUG	-999	chordata	NA	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Chelonia_mydas	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chicbrev	MO	-999	52	3070201304	KSB	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Muricidae	Chicoreus	brevifrons	Chicoreus_brevifrons	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chilante	PO	-999	-999	NA	NA	4299	chordata	NA	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	antennatus	Chilomycterus_antennatus	38	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chilanti	PO	-999	-999	NA	NA	4300	chordata	NA	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	antillarum	Chilomycterus_antillarum	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chilreti	PO	-999	-999	NA	NA	10206	chordata	NA	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	reticulatus	Chilomycterus_reticulatus	55	-999	O	MO	NA	NO	NA	NA	B	4	NA	CO	NA	CA	NA	0,015508278	3,057916947	ge
Chilspil	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Tetraodontiformes	Diodontidae	Cyclichthys	spilostylus	Chilomycterus_spilostylus	34	-999	O	MO	NA	NO	NA	NA	B	4	NA	NA	NA	CA	NA	0,015508278	3,057916947	ge
Chiocanc	MO	-999	56	3161100701	KNN	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Veneridae	Chione	cancellata	Chione_cancellata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chirblee	PO	-999	35	1210500201	CBK	1645	chordata	NA	Actinopterygii	Clupeiformes	Clupeidae	Chirocentrodon	bleekerianus	Chirocentrodon_bleekerianus	11	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chirdora	PO	-999	35	1211100201	DOB	6358	chordata	NA	Actinopterygii	Clupeiformes	Chirocentridae	Chirocentrus	dorab	Chirocentrus_dorab	100	-999	N	TM	NA	DN	NA	NA	P	3	NA	HM	NA	PI	NA	0,005087572	2,987170104	sp
Chirnudu	PO	-999	35	1211100202	CNU	1452	chordata	NA	Actinopterygii	Clupeiformes	Chirocentridae	Chirocentrus	nudus	Chirocentrus_nudus	100	-999	NA	NA	NA	NA	NA	NA	P	-999	NA	HM	NA	PI	NA	-999	-999	NA
Chloatri	PO	-999	-999	NA	NA	7907	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	atrilunula	Chlorurus_atrilunula	30	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	HE	NA	0,0234	2,956	NA
Chloblee	PO	-999	-999	NA	NA	4976	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	bleekeri	Chlorurus_bleekeri	49	-999	N	MO	NA	DI	NA	NA	B	3	NA	NA	NA	HE	NA	0,023373877	2,956463124	ge
Chlochry	PO	-999	37	1702326801	BUA	385	chordata	NA	Actinopterygii	Perciformes	Carangidae	Chloroscombrus	chrysurus	Chloroscombrus_chrysurus	65	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chlocyan	PO	-999	-999	NA	NA	7909	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	cyanescens	Chlorurus_cyanescens	50	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	HE	NA	0,0222	2,971	NA
Chloenne	PO	-999	-999	NA	NA	7910	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	enneacanthus	Chlorurus_enneacanthus	50	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chlofron	PO	-999	-999	NA	NA	5547	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	frontalis	Chlorurus_frontalis	50	-999	N	TM	NA	DI	NA	NA	B	5	NA	NA	NA	HE	NA	0,023373877	2,956463124	ge
Chlogibb	PO	-999	33	1706500201	UUG	4979	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	gibbus	Chlorurus_gibbus	70	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	HE	NA	0,0222	2,971	NA
Chlojapa	PO	-999	-999	NA	NA	4978	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	japanensis	Chlorurus_japanensis	31	-999	N	MO	NA	DI	NA	NA	B	3	NA	NA	NA	HE	NA	0,023373877	2,956463124	ge
Chlomicr	PO	-999	-999	NA	NA	60479	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	microrhinos	Chlorurus_microrhinos	70	-999	N	TM	NA	DI	NA	NA	B	6	NA	NA	NA	HE	NA	0,024694091	2,955475758	sp
Chlosord	PO	-999	33	1706500202	UUS	5556	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	sordidus	Chlorurus_sordidus	40	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	HE	NA	0,0243	2,969	NA
Chlosp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	sp.	Chlorurus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chlostro	PO	-999	33	1706500203	UUY	12833	chordata	NA	Actinopterygii	Perciformes	Scaridae	Chlorurus	strongylocephalus	Chlorurus_strongylocephalus	70	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	HE	NA	0,0222	2,971	NA
Chlrsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Aulopiformes	Chlorophthalmidae	Chlrophthalmus	sp.	Chlrophthalmus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Choeanch	PO	-999	-999	NA	NA	5502	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	anchorago	Choerodon_anchorago	38	-999	N	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,015111099	3,122482498	ge
Choebrac	PO	-999	33	1510601001	CBJ	5958	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Choeroichthys	brachysoma	Choeroichthys_brachysoma	7	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Choefasc	PO	-999	-999	NA	NA	12722	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	fasciatus	Choerodon_fasciatus	30	-999	N	SE	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,015111099	3,122482498	ge
Choegrap	PO	-999	-999	NA	NA	8128	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	graphicus	Choerodon_graphicus	52	-999	N	MO	NA	DI	NA	NA	B	3	NA	NA	NA	CA	NA	0,01512008	3,121975586	sp
Choejord	PO	-999	-999	NA	NA	6597	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	jordani	Choerodon_jordani	17	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,015111099	3,122482498	ge
Choemarg	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	margaritiferus	Choerodon_margaritiferus	11	-999	N	MO	NA	DI	NA	NA	B	4	NA	NA	NA	CA	NA	0,015111099	3,122482498	ge
Choerobu	PO	-999	33	1706311903	OFD	6926	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	robustus	Choerodon_robustus	35	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0107	3,178	NA
Choescul	PO	-999	-999	NA	NA	5410	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Choeroichthys	sculptus	Choeroichthys_sculptus	9	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	-999	-999	NA
Choesp.	PO	-999	-999	NA	NA	200196	chordata	NA	Actinopterygii	Perciformes	Labridae	Choerodon	sp.	Choerodon_sp.	-999	-999	N	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	CA	NA	-999	-999	ge
Chroacar	PO	-999	-999	NA	NA	5668	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	acares	Chromis_acares	7	-999	N	SE	NA	DI	NA	NA	NA	1	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chroagil	PO	-999	-999	NA	NA	5669	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	agilis	Chromis_agilis	8	-999	N	SE	NA	DI	NA	NA	B	1	NA	CO	NA	PL	NA	0,022859092	3,17522814	ge
Chroalph	PO	-999	-999	NA	NA	5670	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	alpha	Chromis_alpha	9	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chroambo	PO	-999	-999	NA	NA	5671	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	amboinensis	Chromis_amboinensis	9	-999	N	SE	NA	DI	NA	NA	NA	1	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chroanal	PO	-999	33	1706202306	HSS	6551	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	analis	Chromis_analis	17	-999	N	SE	NA	DI	NA	NA	NA	2	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chroatri	PO	-999	-999	NA	NA	5450	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	atripectoralis	Chromis_atripectoralis	12	-999	N	SE	NA	DI	NA	NA	B	1	NA	CO	NA	PL	NA	0,017909534	3,290729357	sp
Chroatrip	PO	-999	-999	NA	NA	4982	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	atripes	Chromis_atripes	9	-999	N	SE	NA	DI	NA	NA	NA	1	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chroaxil	PO	-999	-999	NA	NA	11854	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	axillaris	Chromis_axillaris	10	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chrochry	PO	-999	-999	NA	NA	6656	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	chrysura	Chromis_chrysura	15	-999	N	SE	NA	DI	NA	NA	D	2	NA	CO	NA	PL	NA	0,022822996	3,222324262	sp
Chrocyan	PO	-999	-999	NA	NA	3642	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	cyanea	Chromis_cyanea	15	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	PL	NA	0,019	3,24	NA
Chrodimi	PO	-999	-999	NA	NA	11861	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	dimidiata	Chromis_dimidiata	9	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	CO	NA	PL	NA	0,0229	3,175	NA
Chrodurv	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	durvillei	Chromis_durvillei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chroench	PO	-999	-999	NA	NA	3643	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	enchrysura	Chromis_enchrysura	10	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chroflav	PO	-999	-999	NA	NA	12418	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	flavomaculata	Chromis_flavomaculata	16	-999	N	SE	NA	DI	NA	NA	D	2	NA	NA	NA	PL	NA	0,022859092	3,17522814	ge
Chrofume	PO	-999	-999	NA	NA	10842	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	fumea	Chromis_fumea	10	-999	N	SE	NA	DI	NA	NA	D	1	NA	NA	NA	PL	NA	0,014440366	3,351374902	sp
Chroinso	PO	-999	-999	NA	NA	3644	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	insolata	Chromis_insolata	16	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Chroiome	PO	-999	-999	NA	NA	8126	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Chromis	iomelas	Chromis_iomelas	8	-999	N	SE	NA	DI	NA	NA	NA	1	NA	NA	NA	PL	NA	0,015048996	3,382927044	sp
